x,y,r
tmax_noaa,ICLUS_IC_DIFF_PCT,-0.15225149760241993
tmax_noaa,CROP_MH_URB_CDLNLCD11_PCT_RZ,-0.1887526307471557
N_INDEX2_CDLNLCD11_PCT_HAZ,pmdi_noaa,-0.0355772162227972
N_INDEX2_CDLNLCD11_PCT_HAZ,pdsi_noaa,-0.0701309656745946
N_INDEX2_CDLNLCD11_PCT_HAZ,phdi_noaa,-0.048136935675858056
N_INDEX2_CDLNLCD11_PCT_HAZ,N_INDEX_CDLNLCD11_PCT_HAZ,0.9901343009558692
N_INDEX2_CDLNLCD11_PCT_HAZ,DASYMETRIC_POPULATION_DEN_RZ,0.2726217734473308
N_INDEX2_CDLNLCD11_PCT_HAZ,NRSA_AQUATIC_COND_MEAN,0.10346084027399235
N_INDEX2_CDLNLCD11_PCT_HAZ,latitude_dd,-0.3774191670566481
N_INDEX2_CDLNLCD11_PCT_HAZ,DAM_DENSITY_PER_KM_STRM,0.2543615397029838
N_INDEX2_CDLNLCD11_PCT_HAZ,ROADS_ALL_DENSITY_2014_RZ,-0.24199526544566222
N_INDEX2_CDLNLCD11_PCT_HAZ,spei12,-0.06296783415999391
N_INDEX2_CDLNLCD11_PCT_HAZ,longitude_dd,0.7443599616005491
N_INDEX2_CDLNLCD11_PCT_HAZ,MEAN_WILDFIRE_RISK,-0.29854512670539013
N_INDEX2_CDLNLCD11_PCT_HAZ,HVH_WILDFIRE_RISK_PCT,-0.4541390323475686
N_INDEX2_CDLNLCD11_PCT_HAZ,ECOREGION2013L3_1STCODE,-0.14421613230845523
N_INDEX2_CDLNLCD11_PCT_HAZ,ROAD_2015_STRM_X_DENS_WS,0.07440837998172536
N_INDEX2_CDLNLCD11_PCT_HAZ,capt_yr,-0.20691139626900848
N_INDEX2_CDLNLCD11_PCT_HAZ,pcpn_noaa,-0.01502057145744421
N_INDEX2_CDLNLCD11_PCT_HAZ,capt_mon,-0.07081265500975933
N_INDEX2_CDLNLCD11_PCT_HAZ,DOM_H2O_USE_MGD_2005_WS,-0.08620540272637621
N_INDEX2_CDLNLCD11_PCT_HAZ,DASYMETRIC_POPULATION_DEN_WS,-0.06005960059902487
N_INDEX2_CDLNLCD11_PCT_HAZ,IND_H2O_USE_MGD_WS,-0.040318871889571034
N_INDEX2_CDLNLCD11_PCT_HAZ,areasqkm,-0.47762816765909016
N_INDEX2_CDLNLCD11_PCT_HAZ,U_INDEX2_CHG_2001_11_PCT_RZ,-0.3644954809713197
N_INDEX2_CDLNLCD11_PCT_HAZ,GAP_PROT_1_2_PCT_WS,-0.28792496236099013
N_INDEX2_CDLNLCD11_PCT_HAZ,U_INDEX2_CHG_2001_11_PCT_WS,-0.5065915046582258
N_INDEX2_CDLNLCD11_PCT_HAZ,DAM_STORAGE_RATIO,-0.03153067638130803
N_INDEX2_CDLNLCD11_PCT_HAZ,U_INDEX_CHG_2001_11_PCT_RZ,-0.23803136458618962
N_INDEX2_CDLNLCD11_PCT_HAZ,U_INDEX_CHG_2001_11_PCT_WS,-0.3459000166482877
N_INDEX2_CDLNLCD11_PCT_HAZ,NFHP15_HCI_LOCAL_WS,0.04066866222692198
N_INDEX2_CDLNLCD11_PCT_HAZ,MINET_DEN,0.12057126970746669
N_INDEX2_CDLNLCD11_PCT_HAZ,AG_HYDRIC_PCT_WS,-0.3465110317307522
N_INDEX2_CDLNLCD11_PCT_HAZ,AG_H2O_USE_05_WS,-0.03850464886157437
N_INDEX2_CDLNLCD11_PCT_HAZ,PCT_IMPERVIOUSNESS2011_MEAN_WS,0.06924662003164339
N_INDEX2_CDLNLCD11_PCT_HAZ,DITCH_DRAINAGE_WS_PCT,-0.27968823427720685
N_INDEX2_CDLNLCD11_PCT_HAZ,ICLUS_IC_DIFF_PCT,-0.08734743048693241
N_INDEX2_CDLNLCD11_PCT_HAZ,CROP_MH_URB_CDLNLCD11_PCT_RZ,-0.07585052160648294
pmdi_noaa,pdsi_noaa,0.9590981504859375
pmdi_noaa,phdi_noaa,0.9733769564273304
pmdi_noaa,N_INDEX_CDLNLCD11_PCT_HAZ,-0.03677366509992045
pmdi_noaa,DASYMETRIC_POPULATION_DEN_RZ,0.27259760690269697
pmdi_noaa,NRSA_AQUATIC_COND_MEAN,-0.18117416455678897
pmdi_noaa,latitude_dd,0.23684833907009434
pmdi_noaa,DAM_DENSITY_PER_KM_STRM,0.16675435383381856
pmdi_noaa,ROADS_ALL_DENSITY_2014_RZ,0.267179739500897
pmdi_noaa,spei12,0.7629734912702919
pmdi_noaa,longitude_dd,-0.030939783646155503
pmdi_noaa,MEAN_WILDFIRE_RISK,0.04969298092056811
pmdi_noaa,HVH_WILDFIRE_RISK_PCT,0.04962835925525277
pmdi_noaa,ECOREGION2013L3_1STCODE,0.11633234881008539
pmdi_noaa,ROAD_2015_STRM_X_DENS_WS,0.09385277868038863
pmdi_noaa,capt_yr,-0.022534293661658555
pmdi_noaa,pcpn_noaa,0.1823034001857908
pmdi_noaa,capt_mon,0.004296722771044623
pmdi_noaa,DOM_H2O_USE_MGD_2005_WS,0.0756170098381589
pmdi_noaa,DASYMETRIC_POPULATION_DEN_WS,0.08494490896032064
pmdi_noaa,IND_H2O_USE_MGD_WS,0.047828079534180924
pmdi_noaa,areasqkm,-0.1795676815875054
pmdi_noaa,U_INDEX2_CHG_2001_11_PCT_RZ,0.03938656846045645
pmdi_noaa,GAP_PROT_1_2_PCT_WS,-0.07542875908092779
pmdi_noaa,U_INDEX2_CHG_2001_11_PCT_WS,-0.04088037066101068
pmdi_noaa,DAM_STORAGE_RATIO,0.05523513879291983
pmdi_noaa,U_INDEX_CHG_2001_11_PCT_RZ,-0.034866842089437175
pmdi_noaa,U_INDEX_CHG_2001_11_PCT_WS,-0.09267037953469007
pmdi_noaa,NFHP15_HCI_LOCAL_WS,-0.3096255364484258
pmdi_noaa,MINET_DEN,-0.34269733581029693
pmdi_noaa,AG_HYDRIC_PCT_WS,0.07814335359609731
pmdi_noaa,AG_H2O_USE_05_WS,0.11872058087265744
pmdi_noaa,PCT_IMPERVIOUSNESS2011_MEAN_WS,-0.2971837898466381
pmdi_noaa,DITCH_DRAINAGE_WS_PCT,-0.09235554072007386
pmdi_noaa,ICLUS_IC_DIFF_PCT,-0.08684101371806655
pmdi_noaa,CROP_MH_URB_CDLNLCD11_PCT_RZ,-0.07049841106518688
pdsi_noaa,phdi_noaa,0.9260941508662234
pdsi_noaa,N_INDEX_CDLNLCD11_PCT_HAZ,-0.07268038964384478
pdsi_noaa,DASYMETRIC_POPULATION_DEN_RZ,0.3139985996930873
pdsi_noaa,NRSA_AQUATIC_COND_MEAN,-0.17225045748725515
pdsi_noaa,latitude_dd,0.26301433433582877
pdsi_noaa,DAM_DENSITY_PER_KM_STRM,0.17181100956742917
pdsi_noaa,ROADS_ALL_DENSITY_2014_RZ,0.2874637541912272
pdsi_noaa,spei12,0.722421807438936
pdsi_noaa,longitude_dd,-0.04716569227791303
pdsi_noaa,MEAN_WILDFIRE_RISK,0.061488174176385246
pdsi_noaa,HVH_WILDFIRE_RISK_PCT,0.06097899709305408
pdsi_noaa,ECOREGION2013L3_1STCODE,0.0701935292086145
pdsi_noaa,ROAD_2015_STRM_X_DENS_WS,0.065692013168427
pdsi_noaa,capt_yr,0.010170591951317209
pdsi_noaa,pcpn_noaa,0.27096999253913484
pdsi_noaa,capt_mon,-0.007630311327740352
pdsi_noaa,DOM_H2O_USE_MGD_2005_WS,0.08922326948892058
pdsi_noaa,DASYMETRIC_POPULATION_DEN_WS,0.10067013372340917
pdsi_noaa,IND_H2O_USE_MGD_WS,0.05872879907716275
pdsi_noaa,areasqkm,-0.16676445551825922
pdsi_noaa,U_INDEX2_CHG_2001_11_PCT_RZ,0.06757646303292465
pdsi_noaa,GAP_PROT_1_2_PCT_WS,-0.04869302085749777
pdsi_noaa,U_INDEX2_CHG_2001_11_PCT_WS,-0.013575752548909838
pdsi_noaa,DAM_STORAGE_RATIO,0.06454755492550372
pdsi_noaa,U_INDEX_CHG_2001_11_PCT_RZ,-0.01888236121504739
pdsi_noaa,U_INDEX_CHG_2001_11_PCT_WS,-0.07705440090590594
pdsi_noaa,NFHP15_HCI_LOCAL_WS,-0.3062346095053241
pdsi_noaa,MINET_DEN,-0.33937033855787335
pdsi_noaa,AG_HYDRIC_PCT_WS,0.11990950030982173
pdsi_noaa,AG_H2O_USE_05_WS,0.13338230482624305
pdsi_noaa,PCT_IMPERVIOUSNESS2011_MEAN_WS,-0.2878067633734891
pdsi_noaa,DITCH_DRAINAGE_WS_PCT,-0.08524113602987539
pdsi_noaa,ICLUS_IC_DIFF_PCT,-0.05209358582784705
pdsi_noaa,CROP_MH_URB_CDLNLCD11_PCT_RZ,-0.03638977463585106
phdi_noaa,N_INDEX_CDLNLCD11_PCT_HAZ,-0.04031433732852455
phdi_noaa,DASYMETRIC_POPULATION_DEN_RZ,0.19385814120908554
phdi_noaa,NRSA_AQUATIC_COND_MEAN,-0.193360353988557
phdi_noaa,latitude_dd,0.17082491873689437
phdi_noaa,DAM_DENSITY_PER_KM_STRM,0.10814835984026798
phdi_noaa,ROADS_ALL_DENSITY_2014_RZ,0.2057136576731709
phdi_noaa,spei12,0.832549396437509
phdi_noaa,longitude_dd,-0.03199381021084119
phdi_noaa,MEAN_WILDFIRE_RISK,0.01500025788996491
phdi_noaa,HVH_WILDFIRE_RISK_PCT,0.012339396451474005
phdi_noaa,ECOREGION2013L3_1STCODE,0.16904166902468137
phdi_noaa,ROAD_2015_STRM_X_DENS_WS,0.09315943431170448
phdi_noaa,capt_yr,-0.07855615602064887
phdi_noaa,pcpn_noaa,0.13563535123257697
phdi_noaa,capt_mon,0.06316982324252089
phdi_noaa,DOM_H2O_USE_MGD_2005_WS,0.04215512353791239
phdi_noaa,DASYMETRIC_POPULATION_DEN_WS,0.05410449988011598
phdi_noaa,IND_H2O_USE_MGD_WS,0.027942223615033353
phdi_noaa,areasqkm,-0.16280322497726793
phdi_noaa,U_INDEX2_CHG_2001_11_PCT_RZ,0.0069364722713554025
phdi_noaa,GAP_PROT_1_2_PCT_WS,-0.09127945935985816
phdi_noaa,U_INDEX2_CHG_2001_11_PCT_WS,-0.06236173756157995
phdi_noaa,DAM_STORAGE_RATIO,0.0693768678646054
phdi_noaa,U_INDEX_CHG_2001_11_PCT_RZ,-0.04890077970053653
phdi_noaa,U_INDEX_CHG_2001_11_PCT_WS,-0.10374851245811906
phdi_noaa,NFHP15_HCI_LOCAL_WS,-0.22415626701297459
phdi_noaa,MINET_DEN,-0.31705121211106074
phdi_noaa,AG_HYDRIC_PCT_WS,0.07569635249659144
phdi_noaa,AG_H2O_USE_05_WS,0.15787818074211085
phdi_noaa,PCT_IMPERVIOUSNESS2011_MEAN_WS,-0.2799547100138631
phdi_noaa,DITCH_DRAINAGE_WS_PCT,-0.054898858504931716
phdi_noaa,ICLUS_IC_DIFF_PCT,-0.08892060410934129
phdi_noaa,CROP_MH_URB_CDLNLCD11_PCT_RZ,-0.03486871981587711
N_INDEX_CDLNLCD11_PCT_HAZ,DASYMETRIC_POPULATION_DEN_RZ,0.2367368157862126
N_INDEX_CDLNLCD11_PCT_HAZ,NRSA_AQUATIC_COND_MEAN,0.040786953030171984
N_INDEX_CDLNLCD11_PCT_HAZ,latitude_dd,-0.3998315404305025
N_INDEX_CDLNLCD11_PCT_HAZ,DAM_DENSITY_PER_KM_STRM,0.2344188397598123
N_INDEX_CDLNLCD11_PCT_HAZ,ROADS_ALL_DENSITY_2014_RZ,-0.25328542740866106
N_INDEX_CDLNLCD11_PCT_HAZ,spei12,-0.05936754881732261
N_INDEX_CDLNLCD11_PCT_HAZ,longitude_dd,0.7556023308065628
N_INDEX_CDLNLCD11_PCT_HAZ,MEAN_WILDFIRE_RISK,-0.3303699138034374
N_INDEX_CDLNLCD11_PCT_HAZ,HVH_WILDFIRE_RISK_PCT,-0.4907671328835708
N_INDEX_CDLNLCD11_PCT_HAZ,ECOREGION2013L3_1STCODE,-0.1430157485545126
N_INDEX_CDLNLCD11_PCT_HAZ,ROAD_2015_STRM_X_DENS_WS,0.07834888439030241
N_INDEX_CDLNLCD11_PCT_HAZ,capt_yr,-0.22283502266944877
N_INDEX_CDLNLCD11_PCT_HAZ,pcpn_noaa,-0.016320278766762675
N_INDEX_CDLNLCD11_PCT_HAZ,capt_mon,-0.05821865916327886
N_INDEX_CDLNLCD11_PCT_HAZ,DOM_H2O_USE_MGD_2005_WS,-0.09577143636783995
N_INDEX_CDLNLCD11_PCT_HAZ,DASYMETRIC_POPULATION_DEN_WS,-0.06830291360231196
N_INDEX_CDLNLCD11_PCT_HAZ,IND_H2O_USE_MGD_WS,-0.04088060190720193
N_INDEX_CDLNLCD11_PCT_HAZ,areasqkm,-0.5009675231177846
N_INDEX_CDLNLCD11_PCT_HAZ,U_INDEX2_CHG_2001_11_PCT_RZ,-0.3513765788947014
N_INDEX_CDLNLCD11_PCT_HAZ,GAP_PROT_1_2_PCT_WS,-0.2530808950469974
N_INDEX_CDLNLCD11_PCT_HAZ,U_INDEX2_CHG_2001_11_PCT_WS,-0.47808027899354083
N_INDEX_CDLNLCD11_PCT_HAZ,DAM_STORAGE_RATIO,-0.03484861294703949
N_INDEX_CDLNLCD11_PCT_HAZ,U_INDEX_CHG_2001_11_PCT_RZ,-0.2156143082008941
N_INDEX_CDLNLCD11_PCT_HAZ,U_INDEX_CHG_2001_11_PCT_WS,-0.3102218534498573
N_INDEX_CDLNLCD11_PCT_HAZ,NFHP15_HCI_LOCAL_WS,0.07107926898043938
N_INDEX_CDLNLCD11_PCT_HAZ,MINET_DEN,0.11513900848929788
N_INDEX_CDLNLCD11_PCT_HAZ,AG_HYDRIC_PCT_WS,-0.3400663879881624
N_INDEX_CDLNLCD11_PCT_HAZ,AG_H2O_USE_05_WS,0.06764025047783133
N_INDEX_CDLNLCD11_PCT_HAZ,PCT_IMPERVIOUSNESS2011_MEAN_WS,0.06979209326178001
N_INDEX_CDLNLCD11_PCT_HAZ,DITCH_DRAINAGE_WS_PCT,-0.1716396824944267
N_INDEX_CDLNLCD11_PCT_HAZ,ICLUS_IC_DIFF_PCT,-0.08732835058526202
N_INDEX_CDLNLCD11_PCT_HAZ,CROP_MH_URB_CDLNLCD11_PCT_RZ,-0.014028019483247752
DASYMETRIC_POPULATION_DEN_RZ,NRSA_AQUATIC_COND_MEAN,0.18271480464703194
DASYMETRIC_POPULATION_DEN_RZ,latitude_dd,0.4468207909857361
DASYMETRIC_POPULATION_DEN_RZ,DAM_DENSITY_PER_KM_STRM,0.2656767138555989
DASYMETRIC_POPULATION_DEN_RZ,ROADS_ALL_DENSITY_2014_RZ,0.5649327540422315
DASYMETRIC_POPULATION_DEN_RZ,spei12,0.07542174505563709
DASYMETRIC_POPULATION_DEN_RZ,longitude_dd,-0.04165993113804118
DASYMETRIC_POPULATION_DEN_RZ,MEAN_WILDFIRE_RISK,-0.3097972358122964
DASYMETRIC_POPULATION_DEN_RZ,HVH_WILDFIRE_RISK_PCT,-0.31152012147684505
DASYMETRIC_POPULATION_DEN_RZ,ECOREGION2013L3_1STCODE,-0.1163464667753965
DASYMETRIC_POPULATION_DEN_RZ,ROAD_2015_STRM_X_DENS_WS,0.2109052418373879
DASYMETRIC_POPULATION_DEN_RZ,capt_yr,0.3073892379122694
DASYMETRIC_POPULATION_DEN_RZ,pcpn_noaa,0.19845421280636857
DASYMETRIC_POPULATION_DEN_RZ,capt_mon,-0.10803345532399994
DASYMETRIC_POPULATION_DEN_RZ,DOM_H2O_USE_MGD_2005_WS,0.17892228170254923
DASYMETRIC_POPULATION_DEN_RZ,DASYMETRIC_POPULATION_DEN_WS,0.18475732540608575
DASYMETRIC_POPULATION_DEN_RZ,IND_H2O_USE_MGD_WS,0.05374141343190785
DASYMETRIC_POPULATION_DEN_RZ,areasqkm,-0.15269696046130518
DASYMETRIC_POPULATION_DEN_RZ,U_INDEX2_CHG_2001_11_PCT_RZ,-0.07816517463417483
DASYMETRIC_POPULATION_DEN_RZ,GAP_PROT_1_2_PCT_WS,-0.02627287591870223
DASYMETRIC_POPULATION_DEN_RZ,U_INDEX2_CHG_2001_11_PCT_WS,-0.0776724644351179
DASYMETRIC_POPULATION_DEN_RZ,DAM_STORAGE_RATIO,0.14335708026352362
DASYMETRIC_POPULATION_DEN_RZ,U_INDEX_CHG_2001_11_PCT_RZ,-0.03244535526903282
DASYMETRIC_POPULATION_DEN_RZ,U_INDEX_CHG_2001_11_PCT_WS,-0.07034189651076195
DASYMETRIC_POPULATION_DEN_RZ,NFHP15_HCI_LOCAL_WS,-0.5741666334547293
DASYMETRIC_POPULATION_DEN_RZ,MINET_DEN,-0.12916291425073295
DASYMETRIC_POPULATION_DEN_RZ,AG_HYDRIC_PCT_WS,0.1497182814579636
DASYMETRIC_POPULATION_DEN_RZ,AG_H2O_USE_05_WS,0.13652603397088592
DASYMETRIC_POPULATION_DEN_RZ,PCT_IMPERVIOUSNESS2011_MEAN_WS,-0.07482702321635097
DASYMETRIC_POPULATION_DEN_RZ,DITCH_DRAINAGE_WS_PCT,-0.24690293030481994
DASYMETRIC_POPULATION_DEN_RZ,ICLUS_IC_DIFF_PCT,0.24694759727916332
DASYMETRIC_POPULATION_DEN_RZ,CROP_MH_URB_CDLNLCD11_PCT_RZ,0.16009252957533962
NRSA_AQUATIC_COND_MEAN,latitude_dd,0.3186466167766621
NRSA_AQUATIC_COND_MEAN,DAM_DENSITY_PER_KM_STRM,-0.24234915053451841
NRSA_AQUATIC_COND_MEAN,ROADS_ALL_DENSITY_2014_RZ,0.12972449639825406
NRSA_AQUATIC_COND_MEAN,spei12,-0.12451748998674592
NRSA_AQUATIC_COND_MEAN,longitude_dd,-0.29209096025128706
NRSA_AQUATIC_COND_MEAN,MEAN_WILDFIRE_RISK,0.10875419719413398
NRSA_AQUATIC_COND_MEAN,HVH_WILDFIRE_RISK_PCT,0.09030894619210098
NRSA_AQUATIC_COND_MEAN,ECOREGION2013L3_1STCODE,0.08322834432952918
NRSA_AQUATIC_COND_MEAN,ROAD_2015_STRM_X_DENS_WS,-0.06084629810332213
NRSA_AQUATIC_COND_MEAN,capt_yr,0.3108044235086674
NRSA_AQUATIC_COND_MEAN,pcpn_noaa,0.0700904216614303
NRSA_AQUATIC_COND_MEAN,capt_mon,-0.04574937177345503
NRSA_AQUATIC_COND_MEAN,DOM_H2O_USE_MGD_2005_WS,-0.13297415921685446
NRSA_AQUATIC_COND_MEAN,DASYMETRIC_POPULATION_DEN_WS,-0.14335378116547354
NRSA_AQUATIC_COND_MEAN,IND_H2O_USE_MGD_WS,-0.14560565550826152
NRSA_AQUATIC_COND_MEAN,areasqkm,0.3433804504771177
NRSA_AQUATIC_COND_MEAN,U_INDEX2_CHG_2001_11_PCT_RZ,-0.1769780275346699
NRSA_AQUATIC_COND_MEAN,GAP_PROT_1_2_PCT_WS,0.051861478583563034
NRSA_AQUATIC_COND_MEAN,U_INDEX2_CHG_2001_11_PCT_WS,-0.08240267179371075
NRSA_AQUATIC_COND_MEAN,DAM_STORAGE_RATIO,-0.4337247452584248
NRSA_AQUATIC_COND_MEAN,U_INDEX_CHG_2001_11_PCT_RZ,-0.1018841917496083
NRSA_AQUATIC_COND_MEAN,U_INDEX_CHG_2001_11_PCT_WS,-0.04701062747684429
NRSA_AQUATIC_COND_MEAN,NFHP15_HCI_LOCAL_WS,-0.12100054420521615
NRSA_AQUATIC_COND_MEAN,MINET_DEN,0.2217497783740231
NRSA_AQUATIC_COND_MEAN,AG_HYDRIC_PCT_WS,-0.4342988373749779
NRSA_AQUATIC_COND_MEAN,AG_H2O_USE_05_WS,-0.5142396405015031
NRSA_AQUATIC_COND_MEAN,PCT_IMPERVIOUSNESS2011_MEAN_WS,0.1449693275685021
NRSA_AQUATIC_COND_MEAN,DITCH_DRAINAGE_WS_PCT,-0.171265950219984
NRSA_AQUATIC_COND_MEAN,ICLUS_IC_DIFF_PCT,-0.2699019055227305
NRSA_AQUATIC_COND_MEAN,CROP_MH_URB_CDLNLCD11_PCT_RZ,-0.3425966141460619
latitude_dd,DAM_DENSITY_PER_KM_STRM,0.17899009522762507
latitude_dd,ROADS_ALL_DENSITY_2014_RZ,0.7029390441408869
latitude_dd,spei12,0.03110843978120509
latitude_dd,longitude_dd,-0.6191530197943198
latitude_dd,MEAN_WILDFIRE_RISK,0.01474524918476751
latitude_dd,HVH_WILDFIRE_RISK_PCT,0.1194046520056594
latitude_dd,ECOREGION2013L3_1STCODE,0.1702776280207692
latitude_dd,ROAD_2015_STRM_X_DENS_WS,-0.07656648563427146
latitude_dd,capt_yr,0.30248569552052856
latitude_dd,pcpn_noaa,0.2000387598006046
latitude_dd,capt_mon,-0.18190045063326485
latitude_dd,DOM_H2O_USE_MGD_2005_WS,0.24348355868744723
latitude_dd,DASYMETRIC_POPULATION_DEN_WS,0.23949577745934883
latitude_dd,IND_H2O_USE_MGD_WS,0.21906560205992542
latitude_dd,areasqkm,0.15862884045314987
latitude_dd,U_INDEX2_CHG_2001_11_PCT_RZ,0.46947309094925976
latitude_dd,GAP_PROT_1_2_PCT_WS,0.34024569422700696
latitude_dd,U_INDEX2_CHG_2001_11_PCT_WS,0.5449232813964981
latitude_dd,DAM_STORAGE_RATIO,-0.17668572556490875
latitude_dd,U_INDEX_CHG_2001_11_PCT_RZ,0.32696296769276484
latitude_dd,U_INDEX_CHG_2001_11_PCT_WS,0.37067663117067157
latitude_dd,NFHP15_HCI_LOCAL_WS,-0.7812867021915513
latitude_dd,MINET_DEN,-0.23901630873526392
latitude_dd,AG_HYDRIC_PCT_WS,-0.17776084105916087
latitude_dd,AG_H2O_USE_05_WS,-0.14803262019751745
latitude_dd,PCT_IMPERVIOUSNESS2011_MEAN_WS,-0.09368043021569059
latitude_dd,DITCH_DRAINAGE_WS_PCT,0.014444619996766028
latitude_dd,ICLUS_IC_DIFF_PCT,-0.1839649332425192
latitude_dd,CROP_MH_URB_CDLNLCD11_PCT_RZ,-0.25076237030307
DAM_DENSITY_PER_KM_STRM,ROADS_ALL_DENSITY_2014_RZ,0.06737323233847015
DAM_DENSITY_PER_KM_STRM,spei12,0.04407616435909593
DAM_DENSITY_PER_KM_STRM,longitude_dd,0.3471867448010401
DAM_DENSITY_PER_KM_STRM,MEAN_WILDFIRE_RISK,0.08049120350414538
DAM_DENSITY_PER_KM_STRM,HVH_WILDFIRE_RISK_PCT,0.03679232701886253
DAM_DENSITY_PER_KM_STRM,ECOREGION2013L3_1STCODE,0.028218656947664924
DAM_DENSITY_PER_KM_STRM,ROAD_2015_STRM_X_DENS_WS,-0.07983311383147826
DAM_DENSITY_PER_KM_STRM,capt_yr,-0.02534631183561493
DAM_DENSITY_PER_KM_STRM,pcpn_noaa,0.11472569556252718
DAM_DENSITY_PER_KM_STRM,capt_mon,-0.09953418814472811
DAM_DENSITY_PER_KM_STRM,DOM_H2O_USE_MGD_2005_WS,0.022824090430575712
DAM_DENSITY_PER_KM_STRM,DASYMETRIC_POPULATION_DEN_WS,0.03683800147728943
DAM_DENSITY_PER_KM_STRM,IND_H2O_USE_MGD_WS,0.029631246927828883
DAM_DENSITY_PER_KM_STRM,areasqkm,-0.3939670601165953
DAM_DENSITY_PER_KM_STRM,U_INDEX2_CHG_2001_11_PCT_RZ,0.06390422747308268
DAM_DENSITY_PER_KM_STRM,GAP_PROT_1_2_PCT_WS,-0.04526253486268849
DAM_DENSITY_PER_KM_STRM,U_INDEX2_CHG_2001_11_PCT_WS,-0.05490843779173631
DAM_DENSITY_PER_KM_STRM,DAM_STORAGE_RATIO,0.3068214006951717
DAM_DENSITY_PER_KM_STRM,U_INDEX_CHG_2001_11_PCT_RZ,-0.04838909782962535
DAM_DENSITY_PER_KM_STRM,U_INDEX_CHG_2001_11_PCT_WS,-0.08011605956489874
DAM_DENSITY_PER_KM_STRM,NFHP15_HCI_LOCAL_WS,-0.3074068748656341
DAM_DENSITY_PER_KM_STRM,MINET_DEN,-0.21707702198770856
DAM_DENSITY_PER_KM_STRM,AG_HYDRIC_PCT_WS,0.0023917134675540365
DAM_DENSITY_PER_KM_STRM,AG_H2O_USE_05_WS,0.013849864136934266
DAM_DENSITY_PER_KM_STRM,PCT_IMPERVIOUSNESS2011_MEAN_WS,-0.11345304312526124
DAM_DENSITY_PER_KM_STRM,DITCH_DRAINAGE_WS_PCT,-0.1620121951700002
DAM_DENSITY_PER_KM_STRM,ICLUS_IC_DIFF_PCT,0.09859576004434614
DAM_DENSITY_PER_KM_STRM,CROP_MH_URB_CDLNLCD11_PCT_RZ,-0.057062747905907596
ROADS_ALL_DENSITY_2014_RZ,spei12,-0.05303553174435953
ROADS_ALL_DENSITY_2014_RZ,longitude_dd,-0.590816484279358
ROADS_ALL_DENSITY_2014_RZ,MEAN_WILDFIRE_RISK,-0.17181713533189005
ROADS_ALL_DENSITY_2014_RZ,HVH_WILDFIRE_RISK_PCT,-0.07490763870742204
ROADS_ALL_DENSITY_2014_RZ,ECOREGION2013L3_1STCODE,-0.18914136661773587
ROADS_ALL_DENSITY_2014_RZ,ROAD_2015_STRM_X_DENS_WS,0.5432010549702223
ROADS_ALL_DENSITY_2014_RZ,capt_yr,0.32049168368094594
ROADS_ALL_DENSITY_2014_RZ,pcpn_noaa,0.15116575449201716
ROADS_ALL_DENSITY_2014_RZ,capt_mon,-0.1694966959690983
ROADS_ALL_DENSITY_2014_RZ,DOM_H2O_USE_MGD_2005_WS,0.2373617248976337
ROADS_ALL_DENSITY_2014_RZ,DASYMETRIC_POPULATION_DEN_WS,0.22017385944536513
ROADS_ALL_DENSITY_2014_RZ,IND_H2O_USE_MGD_WS,0.12543190771066778
ROADS_ALL_DENSITY_2014_RZ,areasqkm,0.36345373464568914
ROADS_ALL_DENSITY_2014_RZ,U_INDEX2_CHG_2001_11_PCT_RZ,0.17092242009089034
ROADS_ALL_DENSITY_2014_RZ,GAP_PROT_1_2_PCT_WS,0.0841125737736543
ROADS_ALL_DENSITY_2014_RZ,U_INDEX2_CHG_2001_11_PCT_WS,0.2740796044016359
ROADS_ALL_DENSITY_2014_RZ,DAM_STORAGE_RATIO,-0.06848118444961114
ROADS_ALL_DENSITY_2014_RZ,U_INDEX_CHG_2001_11_PCT_RZ,0.14870713299817565
ROADS_ALL_DENSITY_2014_RZ,U_INDEX_CHG_2001_11_PCT_WS,0.1663595337820238
ROADS_ALL_DENSITY_2014_RZ,NFHP15_HCI_LOCAL_WS,-0.7980150855409687
ROADS_ALL_DENSITY_2014_RZ,MINET_DEN,-0.10076805014679499
ROADS_ALL_DENSITY_2014_RZ,AG_HYDRIC_PCT_WS,-0.06618793684684153
ROADS_ALL_DENSITY_2014_RZ,AG_H2O_USE_05_WS,0.042667703491347346
ROADS_ALL_DENSITY_2014_RZ,PCT_IMPERVIOUSNESS2011_MEAN_WS,-0.03262403131632307
ROADS_ALL_DENSITY_2014_RZ,DITCH_DRAINAGE_WS_PCT,-0.10611492573090843
ROADS_ALL_DENSITY_2014_RZ,ICLUS_IC_DIFF_PCT,-0.029835491966070153
ROADS_ALL_DENSITY_2014_RZ,CROP_MH_URB_CDLNLCD11_PCT_RZ,-0.05584394853041103
spei12,longitude_dd,0.07742370543896882
spei12,MEAN_WILDFIRE_RISK,0.13543850435289942
spei12,HVH_WILDFIRE_RISK_PCT,0.07942124458994645
spei12,ECOREGION2013L3_1STCODE,0.20210569697216701
spei12,ROAD_2015_STRM_X_DENS_WS,-0.08612440374720469
spei12,capt_yr,0.002174807446681011
spei12,pcpn_noaa,-0.007827900125860312
spei12,capt_mon,0.24439101254576048
spei12,DOM_H2O_USE_MGD_2005_WS,0.042989101315315664
spei12,DASYMETRIC_POPULATION_DEN_WS,0.05038540424125499
