sampleid,field_or_museum,date_captured,method_pcr_q_pcr_histology,bd_positive,bd_load_ze_if_q_pcr,bd_its_copies,standard_strain_if_q_pcr,locality,simplified_locality,regulation_0_unreg_1_upstream_dam_2_downstream_dam,river_system_watershed,county,boylii_clade,sex_f_m_u,life_stage_a_j_m_t,svl_mm,weight_g,states,huc10,huc12,daylen_hr,capt_yr,capt_mon,noaa_clim_id,CLIMDIV,climdiv_name,pcpn_noaa,pdsi_noaa,phdi_noaa,pmdi_noaa,tmax_noaa,tmin_noaa,tmpc_noaa,spei12,spei24,areasqkm,areaacres,h12_name,hutype,humod,tohuc,NAME_HUC12,ECOREGION2013L3_1STCODE,STATE_MAJ_2013,N_INDEX_CDLNLCD11_PCT_WS,N_INDEX2_CDLNLCD11_PCT_WS,N_INDEX_CDLNLCD11_PCT_HAZ,N_INDEX2_CDLNLCD11_PCT_HAZ,DASYMETRIC_POPULATION_DEN_RZ,DASYMETRIC_POPULATION_DEN_WS,MINET_DEN,AG_HYDRIC_PCT_WS,DAM_STORAGE_RATIO,PCT_FOREST_REMAIN,PCT_WETLANDS_REMAINING,PCT_IMPERVIOUSNESS2011_MEAN_WS,ROAD_2015_STRM_X_DENS_WS,DAM_DENSITY_PER_KM_STRM,DITCH_DRAINAGE_WS_PCT,ROADS_ALL_DENSITY_2014_RZ,CROP_MH_URB_CDLNLCD11_PCT_RZ,NFHP15_HCI_LOCAL_WS,NRSA_AQUATIC_COND_MEAN,NRSA_AQUATIC_COND_OUTLET,STREAMLGTH_SUP_IMP_DIFF_PCTA,WBAREA_SUP_IMP_DIFF_PCTA,U_INDEX_CHG_2001_11_PCT_WS,U_INDEX2_CHG_2001_11_PCT_WS,U_INDEX_CHG_2001_11_PCT_RZ,U_INDEX2_CHG_2001_11_PCT_RZ,ICLUS_IC_DIFF_PCT,GAP_PROT_1_2_PCT_WS,AG_H2O_USE_05_WS,DOM_H2O_USE_MGD_2005_WS,IND_H2O_USE_MGD_WS,MEAN_WILDFIRE_RISK,HVH_WILDFIRE_RISK_PCT,elevation,elev_units,geomorph_name,comid
MVZ61606A,Museum,2/7/1954,qPCR,0,0,NA,not provided,Canebrake Creek?,NA,NA,Kern,Kern,S. Sierra,NA,NA,NA,NA,CA,1803000205,1.803E+11,10.60351951,1954,2,405011954,405,SAN JOAQUIN DRNG.,2.91,-1.59,-1.59,-1.59,57.2,34.9,46.1,-0.315222323,0.018872332,130.11,32149.8,Lower Canebrake Creek,S,NM,1.803E+11,Lower Canebrake Creek,5,CA,98.72793426,98.7078745,20.79713353,20.79713353,0,0.9,0,0.06,0,79.51934927,29.3968254,0.217,0.7686,0,0,1.88,0,4.76,NA,NA,NA,NA,0.04,0.04,0.04,0.04,1.38,7.938600069,0,0.018928,0.002218,3.5,40,992.67,meters,Sierra Nevada,17574271
MVZ61607A,Museum,2/7/1954,qPCR,0,0,NA,not provided,Canebrake Creek?,NA,NA,Kern,Kern,S. Sierra,NA,NA,NA,NA,CA,1803000205,1.803E+11,10.60351951,1954,2,405011954,405,SAN JOAQUIN DRNG.,2.91,-1.59,-1.59,-1.59,57.2,34.9,46.1,-0.315222323,0.018872332,130.11,32149.8,Lower Canebrake Creek,S,NM,1.803E+11,Lower Canebrake Creek,5,CA,98.72793426,98.7078745,20.79713353,20.79713353,0,0.9,0,0.06,0,79.51934927,29.3968254,0.217,0.7686,0,0,1.88,0,4.76,NA,NA,NA,NA,0.04,0.04,0.04,0.04,1.38,7.938600069,0,0.018928,0.002218,3.5,40,992.67,meters,Sierra Nevada,17574271
MVZ61608A,Museum,2/7/1954,qPCR,0,0,NA,not provided,Canebrake Creek?,NA,NA,Kern,Kern,S. Sierra,NA,NA,NA,NA,CA,1803000205,1.803E+11,10.60351951,1954,2,405011954,405,SAN JOAQUIN DRNG.,2.91,-1.59,-1.59,-1.59,57.2,34.9,46.1,-0.315222323,0.018872332,130.11,32149.8,Lower Canebrake Creek,S,NM,1.803E+11,Lower Canebrake Creek,5,CA,98.72793426,98.7078745,20.79713353,20.79713353,0,0.9,0,0.06,0,79.51934927,29.3968254,0.217,0.7686,0,0,1.88,0,4.76,NA,NA,NA,NA,0.04,0.04,0.04,0.04,1.38,7.938600069,0,0.018928,0.002218,3.5,40,992.67,meters,Sierra Nevada,17574271
MVZ64247,Museum,2/26/1954,qPCR,0,0,NA,not provided,Trib to Merced?,NA,NA,Merced,Mariposa,S. Sierra,NA,NA,NA,NA,CA,1804000805,1.804E+11,11.20770244,1954,2,405011954,405,SAN JOAQUIN DRNG.,2.91,-1.59,-1.59,-1.59,57.2,34.9,46.1,-0.402176559,-0.369560301,58.49,14452.94,Bear Creek,S,NM,1.804E+11,Bear Creek,5,CA,98.31963808,98.31963808,18.28086049,18.28086049,39.56,15.03,0,0,0,98.21573679,58.3150642,0.379,2.9066,0,0,4.43,0.003077586,4.54,NA,NA,NA,NA,0,0,0,0,0,0,0,0.070285,8.00E-04,3.41,51,822.99,meters,Sierra Nevada,17574271
MVZ66719,Museum,4/26/1955,qPCR,0,0,NA,not provided,Bear Creek,NA,NA,Merced,Mariposa,S. Sierra,NA,NA,NA,NA,CA,1804000805,1.804E+11,13.54074096,1955,4,405011955,405,SAN JOAQUIN DRNG.,2.27,0.35,-1.34,-0.78,61,35.6,48.3,-0.390676439,-0.332307607,58.49,14452.94,Bear Creek,S,NM,1.804E+11,Bear Creek,5,CA,98.31963808,98.31963808,18.28086049,18.28086049,39.56,15.03,0,0,0,98.21573679,58.3150642,0.379,2.9066,0,0,4.43,0.003077586,4.54,NA,NA,NA,NA,0,0,0,0,0,0,0,0.070285,8.00E-04,3.41,51,389.42,meters,Sierra Nevada,17574271
MVZ69454,Museum,5/30/1959,qPCR,0,0,NA,not provided,NA,NA,NA,Merced,Mariposa,S. Sierra,NA,NA,NA,NA,CA,1804000804,1.804E+11,14.54629804,1959,5,405011959,405,SAN JOAQUIN DRNG.,0.33,-3.39,-3.39,-3.39,72.2,44.2,58.2,-1.20109427,-0.084540032,148.55,36708.16,Bean Creek-North Fork Merced River,S,NM,1.804E+11,Bean Creek-North Fork Merced River,5,CA,98.39024331,98.39024331,21.18977801,21.18977801,6.49,7.04,0,0,0.0117465,100,79.00669999,0.34,2.2888,0.017111567,0,3.77,0.007876115,4.46,70.74524122,69.83333333,NA,NA,0,0,0,0,0,0,0,0.082865,0.001,3.73,73,715.98,meters,Sierra Nevada,17570227
MVZ69455,Museum,5/30/1959,qPCR,0,0,NA,not provided,NA,NA,NA,Merced,Mariposa,S. Sierra,NA,NA,NA,NA,CA,1804000804,1.804E+11,14.54629804,1959,5,405011959,405,SAN JOAQUIN DRNG.,0.33,-3.39,-3.39,-3.39,72.2,44.2,58.2,-1.20109427,-0.084540032,148.55,36708.16,Bean Creek-North Fork Merced River,S,NM,1.804E+11,Bean Creek-North Fork Merced River,5,CA,98.39024331,98.39024331,21.18977801,21.18977801,6.49,7.04,0,0,0.0117465,100,79.00669999,0.34,2.2888,0.017111567,0,3.77,0.007876115,4.46,70.74524122,69.83333333,NA,NA,0,0,0,0,0,0,0,0.082865,0.001,3.73,73,715.98,meters,Sierra Nevada,17570227
MVZ7186,Museum,5/11/1919,qPCR,0,0,NA,not provided,Mahoney Gulch,NA,NA,Merced,Mariposa,S. Sierra,NA,NA,NA,NA,CA,1804000806,1.804E+11,14.05443663,1919,5,405011919,405,SAN JOAQUIN DRNG.,0.57,-1.6,-1.6,-1.33,76.4,48,62.2,-0.331446379,-0.741164684,105.6,26095.5,Maxwell Creek,S,RS,1.804E+11,Maxwell Creek,6,CA,95.49533427,95.49533427,22.85653415,22.85653415,3.26,4.08,0,0,0.029220284,94.38252626,66.42719467,0.32,3.0395,0.010312468,0,2.84,0.010226256,4.59,NA,NA,NA,-100,0,0,0,0,0,0,0,0.032871,6.00E-04,4.34,84,457.32,meters,Sierra Nevada,17570227
MVZ83696,Museum,6/20/1999,qPCR,0,0,NA,not provided,Trib to Merced?,NA,NA,Merced,Mariposa,S. Sierra,NA,NA,NA,NA,CA,1804000805,1.804E+11,14.76026023,1999,6,405011999,405,SAN JOAQUIN DRNG.,0.24,0.38,2.33,1.48,81.7,52.2,67,-0.32690233,1.161096931,58.49,14452.94,Bear Creek,S,NM,1.804E+11,Bear Creek,5,CA,98.31963808,98.31963808,18.28086049,18.28086049,39.56,15.03,0,0,0,98.21573679,58.3150642,0.379,2.9066,0,0,4.43,0.003077586,4.54,NA,NA,NA,NA,0,0,0,0,0,0,0,0.070285,8.00E-04,3.41,51,706.71,meters,Sierra Nevada,17570227
MVZ83697,Museum,6/20/1999,qPCR,0,0,NA,not provided,Trib to Merced?,NA,NA,Merced,Mariposa,S. Sierra,NA,NA,NA,NA,CA,1804000805,1.804E+11,14.76026023,1999,6,405011999,405,SAN JOAQUIN DRNG.,0.24,0.38,2.33,1.48,81.7,52.2,67,-0.32690233,1.161096931,58.49,14452.94,Bear Creek,S,NM,1.804E+11,Bear Creek,5,CA,98.31963808,98.31963808,18.28086049,18.28086049,39.56,15.03,0,0,0,98.21573679,58.3150642,0.379,2.9066,0,0,4.43,0.003077586,4.54,NA,NA,NA,NA,0,0,0,0,0,0,0,0.070285,8.00E-04,3.41,51,706.71,meters,Sierra Nevada,22524783
MVZ94419,Museum,12/5/1970,qPCR,0,0,NA,not provided,NA,South Fork Kings,NA,Kings,Fresno,S. Sierra,NA,NA,NA,NA,CA,1803001008,1.803E+11,9.771962293,1970,12,405011970,405,SAN JOAQUIN DRNG.,4.7,1.85,1.85,1.85,48.2,33,40.6,0.14301458,1.801005244,83.32,20589.97,Upper Pine Flat Reservoir,S,RS,1.803E+11,Upper Pine Flat Reservoir,6,CA,96.24369539,96.24369539,16.43680271,16.43680271,0,0.01,0,0,0,98.49352945,30.68212456,0.036,0.324,0,0,0.64,0,4.76,NA,NA,NA,-100,0,0,0,0,0,13.65310002,0,2.26E-04,0,4.36,81,290.27,meters,Sierra Nevada,22522827
MVZ94422,Museum,12/6/1970,qPCR,0,0,NA,not provided,NA,Middle Fork Tule,NA,Tule,Tulare,S. Sierra,NA,NA,NA,NA,CA,1803000601,1.803E+11,9.818879255,1970,12,405011970,405,SAN JOAQUIN DRNG.,4.7,1.85,1.85,1.85,48.2,33,40.6,0.688938916,1.886468291,61.93,15302.25,Long Canyon-Middle Fork Tule River,S,ID,1.803E+11,Long Canyon-Middle Fork Tule River,5,CA,98.79507565,98.79507565,19.63052863,19.63052863,0,1.18,0,0,0,96.87171806,36.69370413,0.132,1.2112,0,0,1.71,0.075580297,4.92,79.37487243,78.3,NA,NA,0.01,0.01,0,0,1.89,0.052000001,0,0.009241,0,4,71,534.86,meters,Sierra Nevada,22522827
SPC033,Museum,4/10/1960,qPCR,0,0,NA,AAHL 98 1810/3 & CJB7,Santa Cruz Creek near Santa Cruz Guard Station (US Forest Service),NA,NA,NA,Santa Barbara,S. Coast,NA,NA,NA,NA,CA,1806001003,1.806E+11,12.8818252,1960,4,406011960,406,SOUTH COAST DRNG.,1.78,-3.35,-3.35,-3.22,70,44.3,57.2,-1.02908802,-1.254196167,55.42,13695.51,Upper Santa Cruz Creek,S,RS,1.806E+11,Upper Santa Cruz Creek,8,CA,99.74664631,99.63296196,23.25656933,23.24357683,0,0,0,0,0,27.01144353,10.01900624,0.005,0.6316,0,0,0.5,0,4.98,45.90106774,76.56666667,NA,NA,0,0,0,0,0,13.45380019,0,0,0,1.97,13,592.02,meters,Coast Ranges,22522827
SPC035,Museum,4/10/1960,qPCR,0,0,NA,AAHL 98 1810/3 & CJB7,Santa Cruz Creek near Santa Cruz Guard Station (US Forest Service),NA,NA,NA,Santa Barbara,S. Coast,NA,NA,NA,NA,CA,1806001003,1.806E+11,12.8818252,1960,4,406011960,406,SOUTH COAST DRNG.,1.78,-3.35,-3.35,-3.22,70,44.3,57.2,-1.02908802,-1.254196167,55.42,13695.51,Upper Santa Cruz Creek,S,RS,1.806E+11,Upper Santa Cruz Creek,8,CA,99.74664631,99.63296196,23.25656933,23.24357683,0,0,0,0,0,27.01144353,10.01900624,0.005,0.6316,0,0,0.5,0,4.98,45.90106774,76.56666667,NA,NA,0,0,0,0,0,13.45380019,0,0,0,1.97,13,592.02,meters,Coast Ranges,22522827
SPC036,Museum,4/10/1960,qPCR,0,0,NA,AAHL 98 1810/3 & CJB7,Santa Cruz Creek near Santa Cruz Guard Station (US Forest Service),NA,NA,NA,Santa Barbara,S. Coast,NA,NA,NA,NA,CA,1806001003,1.806E+11,12.8818252,1960,4,406011960,406,SOUTH COAST DRNG.,1.78,-3.35,-3.35,-3.22,70,44.3,57.2,-1.02908802,-1.254196167,55.42,13695.51,Upper Santa Cruz Creek,S,RS,1.806E+11,Upper Santa Cruz Creek,8,CA,99.74664631,99.63296196,23.25656933,23.24357683,0,0,0,0,0,27.01144353,10.01900624,0.005,0.6316,0,0,0.5,0,4.98,45.90106774,76.56666667,NA,NA,0,0,0,0,0,13.45380019,0,0,0,1.97,13,592.02,meters,Coast Ranges,22522827
SPC037,Museum,4/10/1960,qPCR,0,0,NA,AAHL 98 1810/3 & CJB7,Santa Cruz Creek near Santa Cruz Guard Station (US Forest Service),NA,NA,NA,Santa Barbara,S. Coast,NA,NA,NA,NA,CA,1806001003,1.806E+11,12.8818252,1960,4,406011960,406,SOUTH COAST DRNG.,1.78,-3.35,-3.35,-3.22,70,44.3,57.2,-1.02908802,-1.254196167,55.42,13695.51,Upper Santa Cruz Creek,S,RS,1.806E+11,Upper Santa Cruz Creek,8,CA,99.74664631,99.63296196,23.25656933,23.24357683,0,0,0,0,0,27.01144353,10.01900624,0.005,0.6316,0,0,0.5,0,4.98,45.90106774,76.56666667,NA,NA,0,0,0,0,0,13.45380019,0,0,0,1.97,13,592.02,meters,Coast Ranges,22522827
SPC039,Museum,4/10/1960,qPCR,0,0,NA,AAHL 98 1810/3 & CJB7,Santa Cruz Creek near Santa Cruz Guard Station (US Forest Service),NA,NA,NA,Santa Barbara,S. Coast,NA,NA,NA,NA,CA,1806001003,1.806E+11,12.8818252,1960,4,406011960,406,SOUTH COAST DRNG.,1.78,-3.35,-3.35,-3.22,70,44.3,57.2,-1.02908802,-1.254196167,55.42,13695.51,Upper Santa Cruz Creek,S,RS,1.806E+11,Upper Santa Cruz Creek,8,CA,99.74664631,99.63296196,23.25656933,23.24357683,0,0,0,0,0,27.01144353,10.01900624,0.005,0.6316,0,0,0.5,0,4.98,45.90106774,76.56666667,NA,NA,0,0,0,0,0,13.45380019,0,0,0,1.97,13,592.02,meters,Coast Ranges,22522973
SPC040,Museum,4/10/1960,qPCR,0,0,NA,AAHL 98 1810/3 & CJB7,Santa Cruz Creek near Santa Cruz Guard Station (US Forest Service),NA,NA,NA,Santa Barbara,S. Coast,NA,NA,NA,NA,CA,1806001003,1.806E+11,12.8818252,1960,4,406011960,406,SOUTH COAST DRNG.,1.78,-3.35,-3.35,-3.22,70,44.3,57.2,-1.02908802,-1.254196167,55.42,13695.51,Upper Santa Cruz Creek,S,RS,1.806E+11,Upper Santa Cruz Creek,8,CA,99.74664631,99.63296196,23.25656933,23.24357683,0,0,0,0,0,27.01144353,10.01900624,0.005,0.6316,0,0,0.5,0,4.98,45.90106774,76.56666667,NA,NA,0,0,0,0,0,13.45380019,0,0,0,1.97,13,592.02,meters,Coast Ranges,22524611
SPC097,Museum,6/15/1949,qPCR,0,0,NA,AAHL 98 1810/3 & CJB7,"10.1 mi N of Piru, Piru Creek",Piru,NA,NA,Ventura,S. Coast,NA,NA,NA,NA,CA,1807010206,1.80701E+11,14.450382,1949,6,406011949,406,SOUTH COAST DRNG.,0.02,-1.32,-1.32,-0.34,79.7,53.4,66.6,-0.452525079,-0.944040179,138.59,34247,Lake Piru-Piru Creek,S,AD,1.80701E+11,Lake Piru-Piru Creek,8,CA,95.28621059,94.91412059,24.79236339,24.47546998,4.54,1.98,0,0.03,0.623445126,47.25441921,8.797355708,0.139,1.7822,0.007236414,0,1.89,0.046754765,4.72,36.42954731,NA,NA,-100,0,0.02,0,0.02,2.28,0.958500029,0,0.025651,0,3.58,50,338.67,meters,Transverse Ranges,22522973
SPC099,Museum,6/22/1949,qPCR,0,0,NA,AAHL 98 1810/3 & CJB7,Lion Canyon and Sespe Creek,Sespe,NA,NA,Ventura,S. Coast,NA,NA,NA,NA,CA,1807010207,1.80701E+11,14.47259116,1949,6,406011949,406,SOUTH COAST DRNG.,0.02,-1.32,-1.32,-0.34,79.7,53.4,66.6,-0.936003566,-1.311538219,127.5,31506.23,Tule Creek-Sespe Creek,S,NM,1.80701E+11,Tule Creek-Sespe Creek,8,CA,98.69346095,98.37864927,29.22807612,29.17584279,0.06,0.45,0,0,0,72.48346493,23.18538295,0.041,0.6745,0,0,0.53,7.06E-04,4.85,42.40974298,35.93333333,-100,NA,0,0.04,0,0.02,1.04,37.33000176,0,0.006391,0,3.83,62,909.27,meters,Coast Ranges,17569629
SPC100,Museum,9/2/1914,qPCR,0,0,NA,AAHL 98 1810/3 & CJB7,"Nordhoff, Sespe Canyon 15mi N",NA,NA,NA,Ventura,S. Coast,NA,NA,NA,NA,CA,1807010207,1.80701E+11,12.89678093,1914,9,406011914,406,SOUTH COAST DRNG.,0.03,2.51,2.51,2.31,79,52.9,66,1.579041362,1.25986588,91.14,22520.18,Boulder Creek-Sespe Creek,S,NM,1.80701E+11,Boulder Creek-Sespe Creek,8,CA,80.23843859,79.5885107,18.28193833,17.76337883,18.08,12.66,0,0.75,0,72.09119725,17.14285714,0.85,4.5765,0,1.7,3.44,3.111356947,4.84,42.60795456,NA,NA,NA,0,0,0,0,2.34,31.54010008,2.609306997,0.124229,3.70E-05,3.38,37,298.37,meters,Transverse Ranges,22522865
SPC1001,Museum,4/3/1954,qPCR,1,NA,NA,AAHL 98 1810/3 & CJB7,"USA; California; Ventura; Sespe River, ent. Pine Creek; North of Fillmore",NA,NA,NA,Ventura,S. Coast,NA,NA,NA,NA,CA,1807010207,1.80701E+11,12.59482639,1954,4,406011954,406,SOUTH COAST DRNG.,0.24,-0.51,-0.51,-0.51,67.2,45.9,56.6,-0.077707298,-0.721144021,91.14,22520.18,Boulder Creek-Sespe Creek,S,NM,1.80701E+11,Boulder Creek-Sespe Creek,8,CA,80.23843859,79.5885107,18.28193833,17.76337883,18.08,12.66,0,0.75,0,72.09119725,17.14285714,0.85,4.5765,0,1.7,3.44,3.111356947,4.84,42.60795456,NA,NA,NA,0,0,0,0,2.34,31.54010008,2.609306997,0.124229,3.70E-05,3.38,37,371.72,meters,Transverse Ranges,22522865
SPC1004,Museum,5/6/1950,qPCR,0,0,NA,AAHL 98 1810/3 & CJB7,"USA; California; Ventura; Sespe Creek, 4 mi N Fillmore",Sespe,NA,NA,Ventura,S. Coast,NA,NA,NA,NA,CA,1807010207,1.80701E+11,13.68815163,1950,5,406011950,406,SOUTH COAST DRNG.,0.19,-1.84,-1.84,-1.84,69.9,46.2,58,-0.551670849,-0.978256285,91.14,22520.18,Boulder Creek-Sespe Creek,S,NM,1.80701E+11,Boulder Creek-Sespe Creek,8,CA,80.23843859,79.5885107,18.28193833,17.76337883,18.08,12.66,0,0.75,0,72.09119725,17.14285714,0.85,4.5765,0,1.7,3.44,3.111356947,4.84,42.60795456,NA,NA,NA,0,0,0,0,2.34,31.54010008,2.609306997,0.124229,3.70E-05,3.38,37,360.53,meters,Transverse Ranges,17572253
SPC1007,Museum,8/2/1968,qPCR,0,0,NA,AAHL 98 1810/3 & CJB7,"USA; California; Ventura; Sespe Creek, Ca. 10 mi NE Ojai",Sespe,NA,NA,Ventura,S. Coast,NA,NA,NA,NA,CA,1807010207,1.80701E+11,13.84151833,1968,8,406011968,406,SOUTH COAST DRNG.,0.06,-1.51,-1.51,-1.51,83.1,56.6,69.8,-0.679400444,0.525425017,150.04,37074.58,Piedra Blanca Creek-Sespe Creek,S,NM,1.80701E+11,Piedra Blanca Creek-Sespe Creek,8,CA,99.83204971,99.17824324,28.35840591,28.25343698,0,0.03,0,0,0,47.03281755,14.49135434,0.004,0,0,0,0,0,4.97,43.90163854,40.8,-100,NA,0,0,0,0,0.47,93.47389976,0,4.43E-04,0,2.95,27,869.68,meters,Coast Ranges,22522845
SPC101,Museum,6/12/1961,qPCR,0,0,NA,AAHL 98 1810/3 & CJB7,"Santa Ynez River, at Juncal Campground",NA,NA,NA,Santa Barbara,S. Coast,NA,NA,NA,NA,CA,1806001002,1.806E+11,14.42631739,1961,6,406011961,406,SOUTH COAST DRNG.,0.01,-5.78,-5.78,-5.78,80.7,54,67.4,-1.454811573,-1.598453522,73.94,18270.78,Juncal Canyon-Santa Ynez River,S,AD,1.806E+11,Juncal Canyon-Santa Ynez River,8,CA,98.83975748,98.78253671,28.7528306,28.7528306,0,0,0,0,0.344086248,94.92632175,49.85482494,0.016,0.4329,0.01045697,0,0.7,0,4.93,NA,NA,NA,NA,0,0,0,0,0.09,0.148800001,0,3.10E-05,0,3.86,70,553.67,meters,Transverse Ranges,22522865
SPC1010,Museum,5/6/1950,qPCR,0,0,NA,AAHL 98 1810/3 & CJB7,"USA; California; Ventura; Sespe Creek, 4 mi N Fillmore",Sespe,NA,NA,Ventura,S. Coast,NA,NA,NA,NA,CA,1807010207,1.80701E+11,13.68815163,1950,5,406011950,406,SOUTH COAST DRNG.,0.19,-1.84,-1.84,-1.84,69.9,46.2,58,-0.551670849,-0.978256285,91.14,22520.18,Boulder Creek-Sespe Creek,S,NM,1.80701E+11,Boulder Creek-Sespe Creek,8,CA,80.23843859,79.5885107,18.28193833,17.76337883,18.08,12.66,0,0.75,0,72.09119725,17.14285714,0.85,4.5765,0,1.7,3.44,3.111356947,4.84,42.60795456,NA,NA,NA,0,0,0,0,2.34,31.54010008,2.609306997,0.124229,3.70E-05,3.38,37,360.53,meters,Transverse Ranges,22524647
SPC1013,Museum,5/6/1950,qPCR,0,0,NA,AAHL 98 1810/3 & CJB7,"USA; California; Ventura; Sespe Creek, 4 mi N Fillmore",Sespe,NA,NA,Ventura,S. Coast,NA,NA,NA,NA,CA,1807010207,1.80701E+11,13.68815163,1950,5,406011950,406,SOUTH COAST DRNG.,0.19,-1.84,-1.84,-1.84,69.9,46.2,58,-0.551670849,-0.978256285,91.14,22520.18,Boulder Creek-Sespe Creek,S,NM,1.80701E+11,Boulder Creek-Sespe Creek,8,CA,80.23843859,79.5885107,18.28193833,17.76337883,18.08,12.66,0,0.75,0,72.09119725,17.14285714,0.85,4.5765,0,1.7,3.44,3.111356947,4.84,42.60795456,NA,NA,NA,0,0,0,0,2.34,31.54010008,2.609306997,0.124229,3.70E-05,3.38,37,360.53,meters,Transverse Ranges,22522973
SPC1016,Museum,9/6/1954,qPCR,0,NA,NA,AAHL 98 1810/3 & CJB7,"USA; California; Ventura; Sespe Creek, on Hwy 399",Sespe,NA,NA,Ventura,S. Coast,NA,NA,NA,NA,CA,1807010207,1.80701E+11,12.76056754,1954,9,406011954,406,SOUTH COAST DRNG.,0.05,-0.7,-0.7,-0.7,82.7,52.7,67.7,-0.400570244,-1.00117588,127.5,31506.23,Tule Creek-Sespe Creek,S,NM,1.80701E+11,Tule Creek-Sespe Creek,8,CA,98.69346095,98.37864927,29.22807612,29.17584279,0.06,0.45,0,0,0,72.48346493,23.18538295,0.041,0.6745,0,0,0.53,7.06E-04,4.85,42.40974298,35.93333333,-100,NA,0,0.04,0,0.02,1.04,37.33000176,0,0.006391,0,3.83,62,1022.67,meters,Coast Ranges,17671785
SPC1018,Museum,4/3/1954,qPCR,0,0,NA,AAHL 98 1810/3 & CJB7,"USA; California; Ventura; Sespe River, ent. Pine Creek; North of Fillmore",NA,NA,NA,Ventura,S. Coast,NA,NA,NA,NA,CA,1807010207,1.80701E+11,12.59482639,1954,4,406011954,406,SOUTH COAST DRNG.,0.24,-0.51,-0.51,-0.51,67.2,45.9,56.6,-0.077707298,-0.721144021,91.14,22520.18,Boulder Creek-Sespe Creek,S,NM,1.80701E+11,Boulder Creek-Sespe Creek,8,CA,80.23843859,79.5885107,18.28193833,17.76337883,18.08,12.66,0,0.75,0,72.09119725,17.14285714,0.85,4.5765,0,1.7,3.44,3.111356947,4.84,42.60795456,NA,NA,NA,0,0,0,0,2.34,31.54010008,2.609306997,0.124229,3.70E-05,3.38,37,371.72,meters,Transverse Ranges,17671785
SPC1021,Museum,8/2/1968,qPCR,0,0,NA,AAHL 98 1810/3 & CJB7,"USA; California; Ventura; Sespe Creek, Ca. 10 mi NE Ojai",Sespe,NA,NA,Ventura,S. Coast,NA,NA,NA,NA,CA,1807010207,1.80701E+11,13.84151833,1968,8,406011968,406,SOUTH COAST DRNG.,0.06,-1.51,-1.51,-1.51,83.1,56.6,69.8,-0.679400444,0.525425017,150.04,37074.58,Piedra Blanca Creek-Sespe Creek,S,NM,1.80701E+11,Piedra Blanca Creek-Sespe Creek,8,CA,99.83204971,99.17824324,28.35840591,28.25343698,0,0.03,0,0,0,47.03281755,14.49135434,0.004,0,0,0,0,0,4.97,43.90163854,40.8,-100,NA,0,0,0,0,0.47,93.47389976,0,4.43E-04,0,2.95,27,869.68,meters,Coast Ranges,17671785
SPC1023,Museum,8/2/1968,qPCR,0,0,NA,AAHL 98 1810/3 & CJB7,"USA; California; Ventura; Sespe Creek, Ca. 10 mi NE Ojai",Sespe,NA,NA,Ventura,S. Coast,NA,NA,NA,NA,CA,1807010207,1.80701E+11,13.84151833,1968,8,406011968,406,SOUTH COAST DRNG.,0.06,-1.51,-1.51,-1.51,83.1,56.6,69.8,-0.679400444,0.525425017,150.04,37074.58,Piedra Blanca Creek-Sespe Creek,S,NM,1.80701E+11,Piedra Blanca Creek-Sespe Creek,8,CA,99.83204971,99.17824324,28.35840591,28.25343698,0,0.03,0,0,0,47.03281755,14.49135434,0.004,0,0,0,0,0,4.97,43.90163854,40.8,-100,NA,0,0,0,0,0.47,93.47389976,0,4.43E-04,0,2.95,27,869.68,meters,Coast Ranges,17671785
SPC1025,Museum,2/20/1954,qPCR,0,0,NA,AAHL 98 1810/3 & CJB7,USA; California; Ventura; 7 mi N Wheeler Hot Springs,NA,NA,NA,Ventura,S. Coast,NA,NA,NA,NA,CA,1807010101,1.80701E+11,11.09478586,1954,2,406011954,406,SOUTH COAST DRNG.,2.76,0.27,-1.18,-0.58,67.9,41.7,54.8,-0.831913352,-0.769063592,41.62,10284.27,North Fork Matilija Creek,S,RS,1.80701E+11,North Fork Matilija Creek,8,CA,95.43764055,95.39871994,28.62610275,28.60015568,0,1.65,0,0,0,92.09696165,40.81138359,0.112,1.5857,0,0,1.35,0,4.57,53.30243721,55.96666667,NA,NA,0,0,0,0,1.43,0,0,0.006713,0,4.15,82,451.35,meters,Transverse Ranges,17671785
SPC1027,Museum,8/2/1968,qPCR,0,0,NA,AAHL 98 1810/3 & CJB7,"USA; California; Ventura; Sespe Creek, Ca. 10 mi NE Ojai",Sespe,NA,NA,Ventura,S. Coast,NA,NA,NA,NA,CA,1807010207,1.80701E+11,13.84151833,1968,8,406011968,406,SOUTH COAST DRNG.,0.06,-1.51,-1.51,-1.51,83.1,56.6,69.8,-0.679400444,0.525425017,150.04,37074.58,Piedra Blanca Creek-Sespe Creek,S,NM,1.80701E+11,Piedra Blanca Creek-Sespe Creek,8,CA,99.83204971,99.17824324,28.35840591,28.25343698,0,0.03,0,0,0,47.03281755,14.49135434,0.004,0,0,0,0,0,4.97,43.90163854,40.8,-100,NA,0,0,0,0,0.47,93.47389976,0,4.43E-04,0,2.95,27,869.68,meters,Coast Ranges,17671785
