id_code_in_source_dataset,entered_by,source_of_data_literature_contact,contact_person_or_citation,species_genus_sp,field_or_museum,date_captured,month_captured,month_number,method_pcr_q_pcr_histology,bd_positive_blank_or_1,bd_negative_blank_or_1,bd_load_ze_if_q_pcr,standard_strain_if_q_pcr,notes_on_methods,locality,simplified_locality,regulation_0_none_1_dam_upstream_or_2_dam_or_reservoir_downstream,river_system_watershed,county,boylii_clade,location_moved_1_if_yes,dubious_location_1_if_yes,note_on_location,palmer_z_index,phdi,pdsi,sex_f_m_u,life_stage_a_j_m_t,svl_mm,weight_g,notes,recap_y_n,identifier_if_recap,does_local_population_density_data_exist_for_this_site_y_n,utm_easting,utm_northing,ct,monthly_average_precip
LACM91152,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,4/20/1958,April,4,qPCR,NA,1,0,not provided,NA,South Fork Kaweah,South Fork Kaweah,NULL,Kaweah,Tulare,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ117615,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,11/29/1971,November,11,qPCR,NA,1,0,not provided,NA,"North Fork of Middle Fork Feather, trib that flows in at Mildap Bar",NA,0,Feather,Butte,NFR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ136239,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,7/8/1972,July,7,qPCR,1,NA,9.84,not provided,remember not to use load data for a load analysis from museum specimens.,Middle Fork Tuolumne River,NA,NULL,Tuolumne,Tuolumne,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ136240,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,7/8/1972,July,7,qPCR,NA,1,0,not provided,NA,Middle Fork Tuolumne River,NA,NULL,Tuolumne,Tuolumne,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ136320,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,7/15/1973,July,7,qPCR,1,NA,4.256,not provided,remember not to use load data for a load analysis from museum specimens.,Yuba,NA,NULL,Yuba,Yuba,NNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ136321,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,7/15/1973,July,7,qPCR,1,NA,13.48,not provided,remember not to use load data for a load analysis from museum specimens.,Yuba,NA,NULL,Yuba,Yuba,NNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ136322,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,7/15/1973,July,7,qPCR,1,NA,0.7176,not provided,remember not to use load data for a load analysis from museum specimens.,Yuba,NA,NULL,Yuba,Yuba,NNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ136323,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,7/15/1973,July,7,qPCR,1,NA,9.62,not provided,remember not to use load data for a load analysis from museum specimens.,Yuba,NA,NULL,Yuba,Yuba,NNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ136324,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,7/15/1973,July,7,qPCR,1,NA,1.268,not provided,remember not to use load data for a load analysis from museum specimens.,Yuba,NA,NULL,Yuba,Yuba,NNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ136325,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,7/15/1973,July,7,qPCR,NA,1,0,not provided,NA,Yuba,NA,NULL,Yuba,Yuba,NNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ136326,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,7/15/1973,July,7,qPCR,1,NA,4.256,not provided,remember not to use load data for a load analysis from museum specimens.,Yuba,NA,NULL,Yuba,Yuba,NNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ187310,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,3/31/1961,March,3,qPCR,NA,1,0,not provided,NA,"nearest Creek is Martinez Creek, trib to North Fork Of Cosumnes",NA,NULL,Cosumnes,El Dorado,NNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ212133,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,3/1/1957,March,3,qPCR,NA,1,0,not provided,NA,Merced,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ53992,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,4/15/1951,April,4,qPCR,NA,1,0,not provided,NA,Turnback Creek?,NA,NULL,Tuolumne,Tuolumne,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ5686,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,6/3/1915,June,6,qPCR,NA,1,0,not provided,NA,3 mi NE Coulterville,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ5687,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,6/5/1915,June,6,qPCR,NA,1,0,not provided,NA,Smith Creek,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ5688,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,6/5/1915,June,6,qPCR,NA,1,0,not provided,NA,Smith Creek,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ5689,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,6/5/1915,June,6,qPCR,NA,1,0,not provided,NA,Smith Creek,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ5690,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,6/5/1915,June,6,qPCR,NA,1,0,not provided,NA,Smith Creek,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ5691,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,6/5/1915,June,6,qPCR,NA,1,0,not provided,NA,Smith Creek,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ5692,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,6/5/1915,June,6,qPCR,NA,1,0,not provided,NA,Smith Creek,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ5779,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,5/17/1915,May,5,qPCR,NA,1,0,not provided,NA,NA,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ5780,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,5/24/1915,May,5,qPCR,NA,1,0,not provided,NA,NA,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ58038,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,6/1/1952,June,6,qPCR,NA,1,0,not provided,NA,"Weber Ck, trib to SF American",NA,NULL,American,El Dorado,NNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ58039,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,6/1/1952,June,6,qPCR,NA,1,0,not provided,NA,"Weber Ck, trib to SF American",NA,NULL,American,El Dorado,NNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ58040,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,6/1/1952,June,6,qPCR,NA,1,0,not provided,NA,"Weber Ck, trib to SF American",NA,NULL,American,El Dorado,NNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ58085,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,6/1/1952,June,6,qPCR,NA,1,0,not provided,NA,"Weber Ck, trib to SF American",NA,NULL,American,El Dorado,NNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59479,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,7/11/1952,July,7,qPCR,NA,1,0,not provided,NA,not provided,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59480,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,7/11/1952,July,7,qPCR,NA,1,0,not provided,NA,not provided,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59481,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,5/29/1952,May,5,qPCR,NA,1,0,not provided,NA,Rancheria Creek,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59482,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,5/29/1952,May,5,qPCR,NA,1,0,not provided,NA,Rancheria Creek,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59483,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,5/29/1952,May,5,qPCR,NA,1,0,not provided,NA,Rancheria Creek,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59484,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,5/29/1952,May,5,qPCR,NA,1,0,not provided,NA,Rancheria Creek,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59485,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,5/29/1952,May,5,qPCR,NA,1,0,not provided,NA,Rancheria Creek,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59486,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,5/29/1952,May,5,qPCR,NA,1,0,not provided,NA,Rancheria Creek,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59487,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,5/29/1952,May,5,qPCR,NA,1,0,not provided,NA,Rancheria Creek,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59488,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,5/29/1952,May,5,qPCR,NA,1,0,not provided,NA,Rancheria Creek,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59489,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,5/29/1952,May,5,qPCR,NA,1,0,not provided,NA,Rancheria Creek,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59490,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,5/29/1952,May,5,qPCR,NA,1,0,not provided,NA,Rancheria Creek,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59581,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,4/18/1953,April,4,qPCR,NA,1,0,not provided,NA,"Willow Creek, near ONeals",NA,NULL,San Joaquin,Madera,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59582,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,4/18/1953,April,4,qPCR,NA,1,0,not provided,NA,"Willow Creek, near ONeals",NA,NULL,San Joaquin,Madera,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59584,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,4/18/1953,April,4,qPCR,NA,1,0,not provided,NA,"Willow Creek, near ONeals",NA,NULL,San Joaquin,Madera,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59585,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,4/18/1953,April,4,qPCR,NA,1,0,not provided,NA,"Willow Creek, near ONeals",NA,NULL,San Joaquin,Madera,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59586,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,4/18/1953,April,4,qPCR,NA,1,0,not provided,NA,"Willow Creek, near ONeals",NA,NULL,San Joaquin,Madera,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59587,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,4/18/1953,April,4,qPCR,NA,1,0,not provided,NA,"Willow Creek, near ONeals",NA,NULL,San Joaquin,Madera,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59588,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,4/19/1953,April,4,qPCR,NA,1,0,not provided,NA,not provided,NA,NULL,NA,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59589,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,4/19/1953,April,4,qPCR,NA,1,0,not provided,NA,not provided,NA,NULL,NA,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59590,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,4/19/1953,April,4,qPCR,NA,1,0,not provided,NA,El Portal,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59591,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,4/19/1953,April,4,qPCR,NA,1,0,not provided,NA,El Portal,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59592,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,4/19/1953,April,4,qPCR,NA,1,0,not provided,NA,El Portal,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59593,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,4/19/1953,April,4,qPCR,NA,1,0,not provided,NA,El Portal,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59594,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,4/19/1953,April,4,qPCR,NA,1,0,not provided,NA,El Portal,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59595,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,4/19/1953,April,4,qPCR,NA,1,0,not provided,NA,El Portal,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59596,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,4/19/1953,April,4,qPCR,NA,1,0,not provided,NA,trib to Merced,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59597,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,4/19/1953,April,4,qPCR,NA,1,0,not provided,NA,trib to Merced,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59598,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,5/29/1953,May,5,qPCR,NA,1,0,not provided,NA,Trib to Merced?,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59599,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,3/8/1953,March,3,qPCR,NA,1,0,not provided,NA,Trib to Merced?,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ59654,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,5/1/1953,May,5,qPCR,NA,1,0,not provided,NA,"Lichen Ck? trib to SF American, 4 mi NW of Coloma",NA,0,American,El Dorado,NNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ60903,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,4/7/1954,April,4,qPCR,NA,1,0,not provided,NA,NA,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ61601A,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,2/7/1954,February,2,qPCR,NA,1,0,not provided,NA,Canebrake Creek?,NA,NULL,Kern,Kern,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ61602A,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,2/7/1954,February,2,qPCR,NA,1,0,not provided,NA,Canebrake Creek?,NA,NULL,Kern,Kern,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ61603A,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,2/7/1954,February,2,qPCR,NA,1,0,not provided,NA,Canebrake Creek?,NA,NULL,Kern,Kern,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ61604A,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,2/7/1954,February,2,qPCR,NA,1,0,not provided,NA,Canebrake Creek?,NA,NULL,Kern,Kern,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ61605A,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,2/7/1954,February,2,qPCR,NA,1,0,not provided,NA,Canebrake Creek?,NA,NULL,Kern,Kern,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ61606A,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,2/7/1954,February,2,qPCR,NA,1,0,not provided,NA,Canebrake Creek?,NA,NULL,Kern,Kern,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ61607A,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,2/7/1954,February,2,qPCR,NA,1,0,not provided,NA,Canebrake Creek?,NA,NULL,Kern,Kern,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ61608A,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,2/7/1954,February,2,qPCR,NA,1,0,not provided,NA,Canebrake Creek?,NA,NULL,Kern,Kern,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ64247,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,2/26/1954,February,2,qPCR,NA,1,0,not provided,NA,Trib to Merced?,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ66719,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,4/26/1955,April,4,qPCR,NA,1,0,not provided,NA,Bear Creek,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ69454,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,5/30/1959,May,5,qPCR,NA,1,0,not provided,NA,NA,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ69455,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,5/30/1959,May,5,qPCR,NA,1,0,not provided,NA,NA,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ7186,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,5/11/1919,May,5,qPCR,NA,1,0,not provided,NA,Mahoney Gulch,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ83696,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,6/20/1999,June,6,qPCR,NA,1,0,not provided,NA,Trib to Merced?,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ83697,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,6/20/1999,June,6,qPCR,NA,1,0,not provided,NA,Trib to Merced?,NA,NULL,Merced,Mariposa,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ94419,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,12/5/1970,December,12,qPCR,NA,1,0,not provided,NA,NA,South Fork Kings,NULL,Kings,Fresno,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MVZ94422,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,12/6/1970,December,12,qPCR,NA,1,0,not provided,NA,NA,Middle Fork Tule,NULL,Tule,Tulare,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
